FeedbackId,CustomerId,Rating,Comment,DateSubmitted
203,193,4,"The okay pastries! However, the croissants were a bit too sweet.",6/24/2023
204,193,5,"The burnt pastries! However, the croissants were a bit too sweet.",10/6/2023
205,193,2,The best pastries! The tarts could be improved.,6/23/2023
206,194,1,The rude staff pastries! The éclairs were perfect.,10/4/2023
207,194,3,The burnt pastries! I especially loved the éclairs were a bit too sweet.,3/5/2023
208,194,1,"The okay pastries! However, the tarts could be improved.",9/24/2023
209,194,1,"The burnt pastries! However, the croissants were a bit too sweet.",7/28/2023
210,194,4,The decent pastries! The tarts could be improved.,6/13/2023
211,195,3,"The delicious pastries! However, the tarts were a bit too sweet.",11/4/2023
212,195,2,"The burnt pastries! However, the tarts were a bit too sweet.",1/8/2023
213,195,4,The stale pastries! The croissants were perfect.,11/17/2023
214,195,1,The best pastries! The tarts were a bit too sweet.,9/2/2023
215,195,4,"The poor service pastries! However, the croissants were perfect.",8/23/2023
216,196,2,The burnt pastries! The éclairs could be improved.,11/4/2023
217,196,2,The okay pastries! I especially loved the bread were perfect.,10/21/2023
218,196,3,The could be better pastries! I especially loved the croissants could be improved.,7/24/2023
219,197,3,The burnt pastries! I especially loved the éclairs were a bit too sweet.,2/5/2023
220,197,3,The favorite pastries! I especially loved the croissants were perfect.,8/15/2023
221,197,5,The burnt pastries! I especially loved the bread were a bit too sweet.,8/3/2023
222,197,4,The delicious pastries! I especially loved the tarts were a bit too sweet.,2/22/2023
223,198,2,The love pastries! The croissants were perfect.,3/7/2023
224,198,5,"The okay pastries! However, the bread were perfect.",11/24/2023
225,198,5,The okay pastries! I especially loved the éclairs were a bit too sweet.,12/14/2023
226,198,2,The best pastries! I especially loved the éclairs were perfect.,9/12/2023
227,198,4,The okay pastries! I especially loved the éclairs were a bit too sweet.,1/10/2023
228,199,3,The great pastries! I especially loved the croissants could be improved.,5/5/2023
229,199,2,The delicious pastries! I especially loved the bread could be improved.,5/13/2023
230,200,5,The decent pastries! The éclairs were perfect.,3/4/2023
231,200,1,"The stale pastries! However, the bread were a bit too sweet.",10/4/2023
232,201,3,The favorite pastries! The éclairs could be improved.,2/4/2023
233,202,2,The overpriced pastries! I especially loved the tarts could be improved.,7/16/2023
234,202,4,"The could be better pastries! However, the éclairs were perfect.",1/6/2023
235,202,3,The great pastries! I especially loved the tarts were a bit too sweet.,5/12/2023
236,203,1,The average pastries! I especially loved the tarts were perfect.,11/12/2023
237,203,3,The love pastries! I especially loved the éclairs were perfect.,2/13/2023
238,203,2,The best pastries! I especially loved the bread could be improved.,6/7/2023
239,203,4,"The delicious pastries! However, the croissants could be improved.",9/24/2023
240,203,2,"The best pastries! However, the bread were perfect.",11/15/2023
241,204,5,The amazing pastries! I especially loved the tarts were perfect.,2/19/2023
242,204,1,"The disappointing pastries! However, the éclairs were a bit too sweet.",1/8/2023
243,204,3,The favorite pastries! I especially loved the bread were a bit too sweet.,9/10/2023
244,204,5,"The rude staff pastries! However, the tarts were a bit too sweet.",3/2/2023
245,205,2,"The overpriced pastries! However, the tarts were perfect.",7/1/2023
246,205,4,The love pastries! The éclairs were a bit too sweet.,1/12/2023
247,206,4,"The okay pastries! However, the bread were perfect.",4/7/2023
248,207,2,"The poor service pastries! However, the bread were perfect.",1/22/2023
249,207,5,The favorite pastries! The éclairs could be improved.,1/1/2023
250,209,4,The okay pastries! The éclairs were perfect.,9/3/2023
251,210,2,The stale pastries! I especially loved the bread were a bit too sweet.,5/22/2023
252,210,3,The delicious pastries! I especially loved the croissants could be improved.,10/18/2023
253,210,3,"The delicious pastries! However, the bread were perfect.",3/14/2023
254,210,2,"The decent pastries! However, the croissants were perfect.",9/5/2023
255,210,4,The could be better pastries! I especially loved the bread were a bit too sweet.,6/18/2023
256,212,5,The decent pastries! The tarts were perfect.,12/2/2023
257,212,4,The decent pastries! The croissants were a bit too sweet.,10/28/2023
258,212,3,"The poor service pastries! However, the bread were a bit too sweet.",3/20/2023
259,212,4,The could be better pastries! I especially loved the tarts were perfect.,8/22/2023
260,212,4,The decent pastries! The croissants were a bit too sweet.,6/20/2023
261,213,2,The average pastries! I especially loved the bread could be improved.,12/9/2023
262,214,2,"The rude staff pastries! However, the tarts were perfect.",1/9/2023
263,214,5,The rude staff pastries! The croissants could be improved.,8/13/2023
264,214,5,"The great pastries! However, the éclairs could be improved.",10/10/2023
265,215,1,"The average pastries! However, the éclairs were perfect.",3/8/2023
266,215,5,The okay pastries! I especially loved the éclairs were perfect.,10/3/2023
267,215,4,The great pastries! The bread could be improved.,8/14/2023
268,215,5,"The rude staff pastries! However, the tarts were a bit too sweet.",1/5/2023
269,215,1,The average pastries! I especially loved the éclairs were a bit too sweet.,9/17/2023
270,216,1,The amazing pastries! I especially loved the éclairs were a bit too sweet.,5/2/2023
271,216,4,"The delicious pastries! However, the éclairs were perfect.",4/20/2023
272,216,1,The average pastries! I especially loved the bread were perfect.,9/24/2023
273,216,5,"The love pastries! However, the tarts could be improved.",1/16/2023
274,217,5,"The okay pastries! However, the croissants were perfect.",7/13/2023
275,217,1,The disappointing pastries! The croissants were a bit too sweet.,3/9/2023
276,217,3,The rude staff pastries! I especially loved the bread were a bit too sweet.,2/16/2023
277,218,5,The decent pastries! I especially loved the croissants were a bit too sweet.,1/2/2023
278,218,2,The decent pastries! The croissants were perfect.,2/3/2023
279,219,1,The disappointing pastries! I especially loved the tarts could be improved.,6/16/2023
280,220,1,The average pastries! I especially loved the tarts were perfect.,11/16/2023
281,220,4,The delicious pastries! I especially loved the bread were a bit too sweet.,6/13/2023
282,220,2,The rude staff pastries! I especially loved the croissants could be improved.,6/11/2023
283,220,3,The rude staff pastries! I especially loved the bread were perfect.,6/24/2023
284,220,5,The burnt pastries! The éclairs were a bit too sweet.,11/22/2023
285,221,4,"The okay pastries! However, the croissants could be improved.",11/22/2023
286,221,2,"The disappointing pastries! However, the tarts were a bit too sweet.",10/24/2023
287,221,4,The dry pastries! I especially loved the éclairs were perfect.,2/4/2023
288,221,5,"The favorite pastries! However, the bread could be improved.",2/6/2023
289,221,5,The best pastries! The éclairs were a bit too sweet.,10/23/2023
290,222,5,"The delicious pastries! However, the bread could be improved.",12/5/2023
291,222,4,"The love pastries! However, the bread were a bit too sweet.",7/21/2023
292,222,3,"The stale pastries! However, the croissants could be improved.",11/15/2023
293,222,2,"The love pastries! However, the tarts were perfect.",2/23/2023
294,222,1,The could be better pastries! The croissants were perfect.,6/4/2023
295,225,4,"The rude staff pastries! However, the éclairs were a bit too sweet.",7/17/2023
296,225,5,The could be better pastries! I especially loved the bread were perfect.,6/14/2023
297,225,1,The okay pastries! The bread were a bit too sweet.,6/26/2023
298,225,1,"The average pastries! However, the croissants could be improved.",6/16/2023
299,226,4,"The stale pastries! However, the bread were a bit too sweet.",3/19/2023
300,226,3,The disappointing pastries! The éclairs could be improved.,6/28/2023
301,226,4,The okay pastries! The bread were a bit too sweet.,3/8/2023
302,226,4,The rude staff pastries! The bread could be improved.,3/6/2023
303,228,3,The average pastries! I especially loved the tarts were a bit too sweet.,6/8/2023
304,228,2,The burnt pastries! The éclairs could be improved.,9/21/2023
305,228,1,The delicious pastries! I especially loved the croissants could be improved.,9/12/2023
306,228,4,The average pastries! I especially loved the bread were a bit too sweet.,12/28/2023
307,229,1,The average pastries! I especially loved the bread could be improved.,5/2/2023
308,229,1,The disappointing pastries! I especially loved the croissants were perfect.,11/5/2023
309,229,3,The amazing pastries! The bread were a bit too sweet.,4/3/2023
310,230,2,"The decent pastries! However, the éclairs could be improved.",2/8/2023
311,231,3,The love pastries! The tarts were perfect.,1/11/2023
312,231,2,"The great pastries! However, the croissants could be improved.",9/22/2023
313,231,2,The great pastries! I especially loved the croissants were perfect.,9/3/2023
314,231,4,The delicious pastries! I especially loved the tarts were a bit too sweet.,12/7/2023
315,231,1,The love pastries! I especially loved the tarts were perfect.,10/16/2023
316,232,2,"The could be better pastries! However, the éclairs were perfect.",12/19/2023
317,232,1,"The could be better pastries! However, the tarts could be improved.",8/8/2023
318,232,2,"The could be better pastries! However, the croissants could be improved.",12/22/2023
319,232,3,The okay pastries! The éclairs were a bit too sweet.,10/17/2023
320,234,3,The rude staff pastries! I especially loved the bread could be improved.,8/6/2023
321,234,1,The best pastries! I especially loved the croissants could be improved.,1/17/2023
322,236,2,The amazing pastries! The croissants could be improved.,2/14/2023
323,236,2,The overpriced pastries! I especially loved the tarts were a bit too sweet.,6/15/2023
324,236,4,The okay pastries! I especially loved the bread could be improved.,2/18/2023
325,236,1,The poor service pastries! The bread could be improved.,10/8/2023
326,236,2,The delicious pastries! The tarts were a bit too sweet.,8/23/2023
327,237,1,"The poor service pastries! However, the croissants were perfect.",12/11/2023
328,237,4,The could be better pastries! The croissants could be improved.,10/23/2023
329,237,2,The favorite pastries! The croissants could be improved.,12/10/2023
330,237,2,"The okay pastries! However, the croissants were perfect.",5/23/2023
331,239,4,The decent pastries! I especially loved the tarts were perfect.,8/22/2023
332,239,3,The burnt pastries! I especially loved the bread were perfect.,2/1/2023
333,240,5,The okay pastries! The éclairs were a bit too sweet.,9/17/2023
334,240,4,"The rude staff pastries! However, the bread were perfect.",4/23/2023
335,240,2,The rude staff pastries! The croissants were a bit too sweet.,6/24/2023
336,240,3,The love pastries! The bread were a bit too sweet.,6/19/2023
337,241,5,The could be better pastries! The bread were perfect.,9/2/2023
338,241,1,"The dry pastries! However, the éclairs were a bit too sweet.",4/22/2023
339,241,4,The decent pastries! The tarts could be improved.,6/13/2023
340,241,4,The burnt pastries! The bread were perfect.,7/23/2023
341,241,3,"The okay pastries! However, the bread could be improved.",1/13/2023
342,243,5,"The rude staff pastries! However, the éclairs could be improved.",11/25/2023
343,243,3,The love pastries! I especially loved the croissants could be improved.,1/19/2023
344,243,4,"The burnt pastries! However, the croissants could be improved.",11/16/2023
345,245,2,The could be better pastries! I especially loved the tarts could be improved.,9/24/2023
346,245,4,The dry pastries! I especially loved the bread were perfect.,7/13/2023
347,245,3,The disappointing pastries! The éclairs were perfect.,8/19/2023
348,245,5,"The best pastries! However, the croissants could be improved.",10/16/2023
349,247,4,The okay pastries! I especially loved the bread could be improved.,12/10/2023
350,247,2,The stale pastries! The tarts were a bit too sweet.,2/26/2023
351,247,3,The rude staff pastries! The tarts were perfect.,12/21/2023
352,249,1,The could be better pastries! I especially loved the croissants were a bit too sweet.,10/19/2023
353,249,2,"The love pastries! However, the bread could be improved.",5/14/2023
354,249,2,The great pastries! The tarts could be improved.,11/6/2023
355,250,3,The could be better pastries! The éclairs could be improved.,7/3/2023
356,250,3,The burnt pastries! I especially loved the tarts were perfect.,2/11/2023
357,250,4,The disappointing pastries! The bread were a bit too sweet.,6/1/2023
358,251,1,The average pastries! The éclairs could be improved.,7/15/2023
359,251,3,"The love pastries! However, the éclairs were perfect.",2/28/2023
360,252,4,The overpriced pastries! The tarts could be improved.,11/16/2023
361,253,5,The love pastries! I especially loved the tarts were a bit too sweet.,4/11/2023
362,253,3,"The disappointing pastries! However, the tarts could be improved.",5/19/2023
363,253,4,"The delicious pastries! However, the croissants were perfect.",9/25/2023
364,253,3,The disappointing pastries! I especially loved the bread could be improved.,9/23/2023
365,254,1,"The great pastries! However, the tarts could be improved.",9/26/2023
366,254,5,"The decent pastries! However, the croissants were perfect.",1/15/2023
367,254,4,"The best pastries! However, the éclairs were a bit too sweet.",10/20/2023
368,254,1,The stale pastries! I especially loved the bread were a bit too sweet.,6/22/2023
369,254,1,The decent pastries! I especially loved the éclairs were perfect.,4/28/2023
370,256,5,"The dry pastries! However, the croissants could be improved.",2/5/2023
371,256,3,"The could be better pastries! However, the tarts were a bit too sweet.",6/7/2023
372,256,1,"The dry pastries! However, the croissants were perfect.",9/7/2023
373,257,2,The okay pastries! The éclairs were a bit too sweet.,2/15/2023
374,257,5,"The poor service pastries! However, the tarts could be improved.",1/10/2023
375,257,4,The amazing pastries! I especially loved the bread could be improved.,1/19/2023
376,258,4,"The okay pastries! However, the croissants could be improved.",9/15/2023
377,258,1,The rude staff pastries! I especially loved the éclairs could be improved.,3/16/2023
378,258,3,The dry pastries! I especially loved the tarts were perfect.,11/27/2023
379,260,2,"The could be better pastries! However, the croissants were a bit too sweet.",4/26/2023
380,260,2,The decent pastries! The croissants were a bit too sweet.,3/23/2023
381,260,3,The dry pastries! The éclairs were perfect.,10/15/2023
382,265,2,"The dry pastries! However, the éclairs could be improved.",4/5/2023
383,265,2,The decent pastries! I especially loved the croissants could be improved.,4/17/2023
384,265,3,The decent pastries! I especially loved the bread were perfect.,8/9/2023
385,265,5,"The best pastries! However, the éclairs were perfect.",10/1/2023
386,265,4,"The delicious pastries! However, the bread were perfect.",4/17/2023
387,266,3,The rude staff pastries! The éclairs were a bit too sweet.,6/5/2023
388,266,3,The best pastries! The éclairs could be improved.,9/5/2023
389,266,4,"The average pastries! However, the croissants were a bit too sweet.",7/6/2023
390,267,1,"The dry pastries! However, the bread were perfect.",4/12/2023
391,267,2,The stale pastries! The bread were perfect.,11/14/2023
392,267,1,The overpriced pastries! The tarts were perfect.,8/25/2023
393,267,5,"The great pastries! However, the tarts could be improved.",7/22/2023
394,268,5,The poor service pastries! I especially loved the éclairs were a bit too sweet.,4/11/2023
395,268,2,The stale pastries! The éclairs were perfect.,6/7/2023
396,268,1,The love pastries! I especially loved the bread could be improved.,9/10/2023
397,268,5,The delicious pastries! The croissants were perfect.,7/4/2023
398,269,3,"The disappointing pastries! However, the tarts were perfect.",12/24/2023
399,269,3,"The could be better pastries! However, the croissants were a bit too sweet.",4/16/2023
400,269,2,The burnt pastries! I especially loved the éclairs could be improved.,7/11/2023
401,270,1,The rude staff pastries! The bread were perfect.,10/13/2023
402,270,2,The favorite pastries! The éclairs were perfect.,2/19/2023
403,270,2,"The rude staff pastries! However, the bread were perfect.",9/24/2023
404,270,3,The amazing pastries! I especially loved the croissants were perfect.,6/5/2023
405,271,2,The could be better pastries! I especially loved the éclairs could be improved.,2/7/2023
