HistoryId,CustomerId,Action,Points,Timestamp
47,104,Tier Upgrade,0,2023-10-17T02:15:47
48,104,Points Earned,14,2023-10-18T02:15:47
49,104,Points Redeemed,-14,2023-09-05T02:15:47
50,104,Tier Upgrade,0,2024-02-11T02:15:47
51,104,Points Earned,75,2024-05-09T02:15:47
52,104,Points Redeemed,-32,2023-08-29T02:15:47
53,104,Current Tier,43,2024-06-12T02:15:47
54,105,Tier Upgrade,0,2023-09-09T02:15:47
55,105,Tier Upgrade,0,2023-06-13T02:15:47
56,105,Points Earned,32,2023-07-21T02:15:47
57,105,Points Redeemed,-16,2024-03-06T02:15:47
58,105,Tier Upgrade,0,2023-09-19T02:15:47
59,105,Tier Upgrade,0,2023-10-23T02:15:47
60,105,Points Earned,75,2023-06-17T02:15:47
61,105,Current Tier,91,2024-06-12T02:15:47
62,106,Points Earned,61,2023-07-30T02:15:47
63,106,Points Redeemed,-12,2024-02-18T02:15:47
64,106,Tier Upgrade,0,2023-07-27T02:15:47
65,106,Points Redeemed,-49,2024-03-18T02:15:47
66,106,Current Tier,0,2024-06-12T02:15:47
67,107,Tier Upgrade,0,2024-03-14T02:15:47
68,107,Tier Upgrade,0,2024-05-05T02:15:47
69,107,Points Earned,91,2024-01-16T02:15:47
70,107,Points Redeemed,-49,2023-09-14T02:15:47
71,107,Points Earned,87,2023-09-17T02:15:47
72,107,Points Redeemed,-17,2024-01-08T02:15:47
73,107,Points Earned,68,2024-02-10T02:15:47
74,107,Points Earned,91,2023-10-17T02:15:47
75,107,Points Redeemed,-95,2023-07-07T02:15:47
76,107,Points Earned,66,2023-11-29T02:15:47
77,107,Tier Upgrade,0,2023-08-18T02:15:47
78,107,Points Earned,90,2023-08-11T02:15:47
79,107,Tier Upgrade,0,2023-11-12T02:15:47
80,107,Tier Upgrade,0,2024-05-02T02:15:47
81,107,Tier Upgrade,0,2024-05-06T02:15:47
82,107,Points Redeemed,-185,2024-05-31T02:15:47
83,107,Points Redeemed,-16,2023-12-22T02:15:47
84,107,Points Earned,80,2023-10-03T02:15:47
85,107,Tier Upgrade,0,2023-08-25T02:15:47
86,107,Current Tier,211,2024-06-12T02:15:47
87,108,Current Tier,0,2024-06-12T02:15:47
88,109,Tier Upgrade,0,2024-03-26T02:15:47
89,109,Points Earned,55,2023-07-21T02:15:47
90,109,Points Redeemed,-24,2024-06-06T02:15:47
91,109,Points Earned,87,2024-04-28T02:15:47
92,109,Tier Upgrade,0,2023-10-27T02:15:47
93,109,Tier Upgrade,0,2023-12-26T02:15:47
94,109,Points Earned,28,2023-12-24T02:15:47
95,109,Tier Upgrade,0,2023-10-29T02:15:47
96,109,Tier Upgrade,0,2024-01-03T02:15:47
97,109,Tier Upgrade,0,2023-10-19T02:15:47
98,109,Points Redeemed,-101,2023-12-26T02:15:47
99,109,Points Redeemed,-34,2023-08-29T02:15:47
100,109,Tier Upgrade,0,2024-04-15T02:15:47
101,109,Tier Upgrade,0,2024-03-20T02:15:47
102,109,Points Redeemed,-11,2024-04-07T02:15:47
103,109,Points Earned,38,2023-10-17T02:15:47
104,109,Points Earned,88,2024-02-13T02:15:47
105,109,Tier Upgrade,0,2023-11-22T02:15:47
106,109,Tier Upgrade,0,2023-10-30T02:15:47
107,109,Points Earned,52,2024-05-10T02:15:47
108,109,Points Earned,18,2023-06-21T02:15:47
109,109,Points Earned,24,2023-11-25T02:15:47
110,109,Tier Upgrade,0,2024-04-03T02:15:47
111,109,Points Redeemed,-26,2023-08-09T02:15:47
112,109,Points Earned,13,2023-12-23T02:15:47
113,109,Points Earned,26,2023-07-15T02:15:47
114,109,Points Redeemed,-142,2023-10-22T02:15:47
115,109,Tier Upgrade,0,2024-04-16T02:15:47
116,109,Current Tier,91,2024-06-12T02:15:47
117,110,Points Redeemed,0,2024-03-31T02:15:47
118,110,Points Earned,31,2023-07-08T02:15:47
119,110,Points Earned,49,2023-11-19T02:15:47
120,110,Points Earned,76,2023-11-20T02:15:47
121,110,Points Redeemed,-145,2024-04-14T02:15:47
122,110,Tier Upgrade,0,2023-10-10T02:15:47
123,110,Points Earned,24,2024-05-05T02:15:47
124,110,Points Redeemed,-26,2023-07-10T02:15:47
125,110,Current Tier,9,2024-06-12T02:15:47
126,111,Tier Upgrade,0,2023-12-25T02:15:47
127,111,Tier Upgrade,0,2024-03-29T02:15:47
128,111,Tier Upgrade,0,2023-11-18T02:15:47
129,111,Points Earned,61,2024-06-03T02:15:47
130,111,Points Earned,34,2024-04-12T02:15:47
131,111,Tier Upgrade,0,2023-07-02T02:15:47
132,111,Current Tier,95,2024-06-12T02:15:47
133,112,Points Redeemed,0,2023-07-05T02:15:47
134,112,Tier Upgrade,0,2023-09-28T02:15:47
135,112,Points Earned,76,2023-11-17T02:15:47
136,112,Points Earned,68,2024-04-25T02:15:47
137,112,Points Earned,59,2023-12-17T02:15:47
138,112,Points Redeemed,-26,2023-07-24T02:15:47
139,112,Points Earned,76,2023-12-17T02:15:47
140,112,Tier Upgrade,0,2023-12-25T02:15:47
141,112,Points Redeemed,-114,2024-03-22T02:15:47
142,112,Tier Upgrade,0,2023-12-05T02:15:47
143,112,Tier Upgrade,0,2024-04-07T02:15:47
144,112,Tier Upgrade,0,2024-05-27T02:15:47
145,112,Current Tier,139,2024-06-12T02:15:47
146,113,Points Earned,29,2023-06-27T02:15:47
147,113,Tier Upgrade,0,2024-01-22T02:15:47
148,113,Tier Upgrade,0,2024-04-15T02:15:47
149,113,Points Redeemed,-21,2023-12-25T02:15:47
150,113,Points Earned,99,2023-09-13T02:15:47
151,113,Points Redeemed,-28,2023-10-26T02:15:47
152,113,Points Earned,70,2023-10-22T02:15:47
153,113,Points Redeemed,-39,2023-10-20T02:15:47
154,113,Points Earned,17,2023-12-23T02:15:47
155,113,Tier Upgrade,0,2023-10-23T02:15:47
156,113,Points Redeemed,-73,2023-07-16T02:15:47
157,113,Tier Upgrade,0,2024-02-29T02:15:47
158,113,Points Redeemed,-22,2024-01-19T02:15:47
159,113,Points Redeemed,-24,2024-06-01T02:15:47
160,113,Tier Upgrade,0,2024-05-01T02:15:47
161,113,Points Earned,75,2024-03-16T02:15:47
162,113,Tier Upgrade,0,2024-06-04T02:15:47
163,113,Current Tier,83,2024-06-12T02:15:47
164,114,Points Redeemed,0,2024-03-07T02:15:47
165,114,Tier Upgrade,0,2024-03-27T02:15:47
166,114,Points Redeemed,0,2023-12-04T02:15:47
167,114,Points Redeemed,0,2023-07-23T02:15:47
168,114,Tier Upgrade,0,2023-10-05T02:15:47
169,114,Points Earned,12,2024-06-05T02:15:47
170,114,Points Redeemed,-12,2023-06-20T02:15:47
171,114,Points Redeemed,0,2023-11-29T02:15:47
172,114,Points Redeemed,0,2024-03-16T02:15:47
173,114,Points Redeemed,0,2023-07-22T02:15:47
174,114,Points Earned,15,2023-07-16T02:15:47
175,114,Points Earned,26,2023-08-06T02:15:47
176,114,Points Earned,18,2024-05-14T02:15:47
177,114,Tier Upgrade,0,2024-01-25T02:15:47
178,114,Tier Upgrade,0,2024-02-23T02:15:47
179,114,Tier Upgrade,0,2024-05-29T02:15:47
180,114,Tier Upgrade,0,2023-09-21T02:15:47
181,114,Points Earned,79,2023-08-04T02:15:47
182,114,Points Redeemed,-22,2023-07-23T02:15:47
183,114,Current Tier,116,2024-06-12T02:15:47
184,115,Points Redeemed,0,2024-03-06T02:15:47
185,115,Tier Upgrade,0,2024-06-08T02:15:47
186,115,Points Earned,67,2023-12-29T02:15:47
187,115,Current Tier,67,2024-06-12T02:15:47
188,116,Points Earned,76,2024-05-26T02:15:47
189,116,Tier Upgrade,0,2024-06-02T02:15:47
190,116,Points Earned,17,2024-02-27T02:15:47
191,116,Points Redeemed,-81,2024-01-16T02:15:47
192,116,Tier Upgrade,0,2024-04-16T02:15:47
193,116,Points Redeemed,-12,2023-07-07T02:15:47
194,116,Tier Upgrade,0,2023-08-13T02:15:47
195,116,Points Earned,40,2023-09-15T02:15:47
196,116,Points Earned,57,2024-05-30T02:15:47
197,116,Tier Upgrade,0,2024-05-28T02:15:47
198,116,Points Earned,99,2024-05-27T02:15:47
199,116,Points Earned,15,2024-02-25T02:15:47
200,116,Tier Upgrade,0,2024-04-11T02:15:47
201,116,Points Redeemed,-162,2024-03-29T02:15:47
202,116,Points Redeemed,-19,2024-04-12T02:15:47
203,116,Points Redeemed,-16,2023-09-29T02:15:47
204,116,Points Earned,92,2024-01-18T02:15:47
205,116,Tier Upgrade,0,2023-12-08T02:15:47
206,116,Points Redeemed,-11,2023-09-10T02:15:47
207,116,Points Redeemed,-42,2024-02-22T02:15:47
208,116,Points Earned,59,2023-11-13T02:15:47
209,116,Points Redeemed,-100,2023-07-26T02:15:47
210,116,Points Redeemed,-10,2024-04-26T02:15:47
211,116,Current Tier,2,2024-06-12T02:15:47
212,117,Points Earned,31,2023-06-16T02:15:47
213,117,Tier Upgrade,0,2023-10-07T02:15:47
214,117,Tier Upgrade,0,2024-01-30T02:15:47
215,117,Points Redeemed,-21,2023-12-13T02:15:47
216,117,Tier Upgrade,0,2023-12-08T02:15:47
217,117,Points Earned,56,2023-12-25T02:15:47
218,117,Points Earned,60,2023-09-07T02:15:47
219,117,Points Redeemed,-68,2023-06-19T02:15:47
220,117,Tier Upgrade,0,2024-03-29T02:15:47
221,117,Tier Upgrade,0,2023-07-09T02:15:47
222,117,Points Redeemed,-25,2023-07-03T02:15:47
223,117,Points Redeemed,-30,2024-03-09T02:15:47
224,117,Points Redeemed,0,2023-08-08T02:15:47
225,117,Points Redeemed,0,2024-04-23T02:15:47
226,117,Points Earned,35,2023-12-29T02:15:47
227,117,Points Redeemed,-34,2024-03-26T02:15:47
228,117,Points Earned,99,2023-09-14T02:15:47
229,117,Tier Upgrade,0,2023-07-24T02:15:47
230,117,Tier Upgrade,0,2024-02-19T02:15:47
231,117,Tier Upgrade,0,2024-04-13T02:15:47
232,117,Tier Upgrade,0,2023-06-25T02:15:47
233,117,Points Redeemed,-29,2023-10-04T02:15:47
234,117,Points Redeemed,-73,2023-06-21T02:15:47
235,117,Current Tier,1,2024-06-12T02:15:47
236,118,Tier Upgrade,0,2024-02-17T02:15:47
237,118,Points Earned,53,2023-07-15T02:15:47
238,118,Points Redeemed,-12,2024-03-19T02:15:47
239,118,Points Redeemed,-11,2024-01-19T02:15:47
240,118,Points Earned,33,2024-03-15T02:15:47
241,118,Points Earned,83,2024-05-11T02:15:47
242,118,Tier Upgrade,0,2023-07-11T02:15:47
243,118,Points Redeemed,-137,2023-10-14T02:15:47
244,118,Points Redeemed,0,2024-05-23T02:15:47
245,118,Points Earned,60,2023-09-17T02:15:47
246,118,Points Earned,42,2023-12-24T02:15:47
247,118,Tier Upgrade,0,2023-11-12T02:15:47
248,118,Points Earned,82,2023-10-04T02:15:47
249,118,Tier Upgrade,0,2024-05-23T02:15:47
250,118,Tier Upgrade,0,2023-12-30T02:15:47
251,118,Tier Upgrade,0,2024-02-15T02:15:47
252,118,Tier Upgrade,0,2024-03-10T02:15:47
253,118,Points Earned,88,2024-01-26T02:15:47
254,118,Tier Upgrade,0,2023-12-21T02:15:47
255,118,Tier Upgrade,0,2024-04-04T02:15:47
256,118,Points Redeemed,-64,2024-06-03T02:15:47
257,118,Current Tier,217,2024-06-12T02:15:47
258,119,Points Redeemed,0,2023-07-12T02:15:47
259,119,Tier Upgrade,0,2024-01-01T02:15:47
260,119,Points Redeemed,0,2023-12-30T02:15:47
261,119,Points Earned,93,2023-12-02T02:15:47
262,119,Tier Upgrade,0,2023-07-22T02:15:47
263,119,Tier Upgrade,0,2023-10-24T02:15:47
264,119,Points Redeemed,-21,2023-07-01T02:15:47
265,119,Tier Upgrade,0,2023-07-30T02:15:47
266,119,Points Redeemed,-66,2023-10-22T02:15:47
267,119,Tier Upgrade,0,2023-12-23T02:15:47
268,119,Tier Upgrade,0,2023-08-15T02:15:47
269,119,Points Redeemed,0,2024-03-11T02:15:47
270,119,Points Redeemed,0,2023-08-10T02:15:47
271,119,Current Tier,6,2024-06-12T02:15:47
272,120,Points Redeemed,0,2024-02-11T02:15:47
273,120,Points Redeemed,0,2024-04-06T02:15:47
274,120,Points Earned,83,2023-07-18T02:15:47
275,120,Points Earned,80,2024-06-11T02:15:47
276,120,Tier Upgrade,0,2024-05-04T02:15:47
277,120,Tier Upgrade,0,2023-06-19T02:15:47
278,120,Tier Upgrade,0,2024-05-06T02:15:47
279,120,Tier Upgrade,0,2023-09-11T02:15:47
280,120,Points Redeemed,-111,2023-11-12T02:15:47
281,120,Current Tier,52,2024-06-12T02:15:47
282,121,Points Redeemed,0,2023-12-06T02:15:47
283,121,Tier Upgrade,0,2024-04-29T02:15:47
284,121,Points Redeemed,0,2023-09-15T02:15:47
285,121,Points Redeemed,0,2024-02-11T02:15:47
286,121,Tier Upgrade,0,2023-08-13T02:15:47
287,121,Tier Upgrade,0,2023-08-31T02:15:47
288,121,Points Redeemed,0,2024-02-01T02:15:47
289,121,Tier Upgrade,0,2024-01-12T02:15:47
290,121,Current Tier,0,2024-06-12T02:15:47
291,122,Points Earned,84,2023-06-14T02:15:47
292,122,Tier Upgrade,0,2023-12-05T02:15:47
293,122,Points Earned,49,2023-09-20T02:15:47
294,122,Points Redeemed,-25,2023-09-12T02:15:47
295,122,Tier Upgrade,0,2023-10-20T02:15:47
296,122,Points Redeemed,-36,2024-06-09T02:15:47
297,122,Points Earned,36,2023-11-12T02:15:47
298,122,Tier Upgrade,0,2023-11-29T02:15:47
299,122,Points Redeemed,-100,2024-05-20T02:15:47
300,122,Points Redeemed,0,2023-06-26T02:15:47
301,122,Tier Upgrade,0,2023-09-15T02:15:47
302,122,Tier Upgrade,0,2023-07-22T02:15:47
303,122,Points Redeemed,0,2024-01-08T02:15:47
304,122,Points Earned,54,2023-09-10T02:15:47
305,122,Points Redeemed,-40,2024-04-08T02:15:47
306,122,Tier Upgrade,0,2023-12-26T02:15:47
307,122,Tier Upgrade,0,2024-02-24T02:15:47
308,122,Points Earned,77,2023-12-27T02:15:47
309,122,Tier Upgrade,0,2024-02-29T02:15:47
310,122,Points Redeemed,-38,2024-02-06T02:15:47
311,122,Tier Upgrade,0,2024-06-06T02:15:47
312,122,Points Redeemed,-48,2023-09-10T02:15:47
313,122,Points Earned,70,2024-03-16T02:15:47
314,122,Points Earned,55,2024-03-14T02:15:47
315,122,Points Redeemed,-76,2023-06-22T02:15:47
316,122,Current Tier,62,2024-06-12T02:15:47
317,123,Points Earned,60,2023-07-01T02:15:47
318,123,Current Tier,60,2024-06-12T02:15:47
319,124,Points Redeemed,0,2023-08-30T02:15:47
320,124,Current Tier,0,2024-06-12T02:15:47
321,125,Points Redeemed,0,2024-05-11T02:15:47
322,125,Tier Upgrade,0,2024-02-07T02:15:47
323,125,Tier Upgrade,0,2024-02-14T02:15:47
324,125,Tier Upgrade,0,2023-08-05T02:15:47
325,125,Tier Upgrade,0,2024-04-10T02:15:47
326,125,Tier Upgrade,0,2024-01-02T02:15:47
327,125,Points Earned,94,2023-09-21T02:15:47
328,125,Tier Upgrade,0,2023-12-07T02:15:47
329,125,Points Earned,55,2023-11-12T02:15:47
330,125,Points Earned,22,2023-08-09T02:15:47
331,125,Points Earned,63,2024-01-19T02:15:47
332,125,Points Redeemed,-16,2023-10-18T02:15:47
333,125,Tier Upgrade,0,2023-08-21T02:15:47
334,125,Current Tier,218,2024-06-12T02:15:47
335,126,Tier Upgrade,0,2024-03-25T02:15:47
336,126,Current Tier,0,2024-06-12T02:15:47
337,127,Tier Upgrade,0,2023-10-26T02:15:47
338,127,Points Earned,67,2023-12-16T02:15:47
339,127,Points Redeemed,-32,2024-05-21T02:15:47
340,127,Tier Upgrade,0,2024-01-13T02:15:47
341,127,Tier Upgrade,0,2024-01-04T02:15:47
342,127,Points Earned,31,2023-07-21T02:15:47
343,127,Tier Upgrade,0,2023-09-11T02:15:47
344,127,Points Redeemed,-18,2024-05-14T02:15:47
345,127,Points Redeemed,-41,2024-02-02T02:15:47
346,127,Points Earned,17,2023-12-04T02:15:47
347,127,Points Redeemed,-18,2023-07-19T02:15:47
348,127,Points Earned,38,2024-04-23T02:15:47
349,127,Points Earned,93,2024-01-09T02:15:47
350,127,Points Redeemed,-65,2024-04-28T02:15:47
351,127,Tier Upgrade,0,2024-05-30T02:15:47
352,127,Tier Upgrade,0,2023-09-03T02:15:47
353,127,Tier Upgrade,0,2024-03-19T02:15:47
354,127,Points Earned,37,2024-06-08T02:15:47
355,127,Current Tier,109,2024-06-12T02:15:47
356,128,Points Earned,78,2024-05-23T02:15:47
357,128,Points Earned,26,2024-01-13T02:15:47
358,128,Tier Upgrade,0,2024-05-03T02:15:47
359,128,Points Redeemed,-76,2023-11-17T02:15:47
360,128,Tier Upgrade,0,2024-05-24T02:15:47
361,128,Tier Upgrade,0,2023-12-31T02:15:47
362,128,Points Redeemed,-20,2024-04-03T02:15:47
363,128,Tier Upgrade,0,2023-08-27T02:15:47
364,128,Points Redeemed,0,2023-08-01T02:15:47
365,128,Points Earned,35,2023-11-10T02:15:47
366,128,Points Redeemed,-15,2023-10-10T02:15:47
367,128,Current Tier,28,2024-06-12T02:15:47
368,129,Points Redeemed,0,2023-11-25T02:15:47
369,129,Tier Upgrade,0,2024-03-21T02:15:47
370,129,Points Earned,90,2023-12-27T02:15:47
371,129,Points Earned,41,2024-01-10T02:15:47
372,129,Points Earned,93,2024-05-27T02:15:47
373,129,Points Earned,68,2024-03-07T02:15:47
374,129,Tier Upgrade,0,2023-09-30T02:15:47
375,129,Tier Upgrade,0,2023-10-25T02:15:47
376,129,Points Earned,61,2024-05-25T02:15:47
377,129,Tier Upgrade,0,2023-08-31T02:15:47
378,129,Points Earned,65,2024-01-06T02:15:47
379,129,Points Earned,38,2023-10-13T02:15:47
380,129,Tier Upgrade,0,2024-04-30T02:15:47
381,129,Tier Upgrade,0,2024-05-06T02:15:47
382,129,Current Tier,456,2024-06-12T02:15:47
383,130,Points Redeemed,0,2023-08-28T02:15:47
384,130,Tier Upgrade,0,2023-08-02T02:15:47
385,130,Tier Upgrade,0,2023-12-18T02:15:47
386,130,Tier Upgrade,0,2023-12-06T02:15:47
387,130,Points Redeemed,0,2023-08-19T02:15:47
388,130,Tier Upgrade,0,2024-02-19T02:15:47
389,130,Tier Upgrade,0,2023-09-09T02:15:47
390,130,Points Redeemed,0,2023-07-14T02:15:47
391,130,Points Redeemed,0,2023-11-10T02:15:47
392,130,Current Tier,0,2024-06-12T02:15:47
393,131,Points Earned,98,2024-06-09T02:15:47
394,131,Tier Upgrade,0,2023-09-07T02:15:47
395,131,Points Redeemed,-11,2023-07-25T02:15:47
396,131,Tier Upgrade,0,2023-11-12T02:15:47
397,131,Points Earned,47,2024-01-01T02:15:47
398,131,Points Earned,55,2023-08-29T02:15:47
399,131,Points Earned,27,2023-08-15T02:15:47
400,131,Tier Upgrade,0,2024-03-27T02:15:47
401,131,Points Redeemed,-20,2023-08-27T02:15:47
402,131,Points Redeemed,-129,2024-01-30T02:15:47
403,131,Tier Upgrade,0,2023-09-25T02:15:47
404,131,Tier Upgrade,0,2024-02-16T02:15:47
405,131,Current Tier,67,2024-06-12T02:15:47
406,132,Points Earned,15,2024-03-16T02:15:47
407,132,Points Redeemed,-15,2023-09-15T02:15:47
408,132,Points Earned,67,2023-07-26T02:15:47
409,132,Points Earned,92,2024-04-13T02:15:47
410,132,Points Earned,91,2023-10-18T02:15:47
411,132,Points Earned,69,2024-01-27T02:15:47
412,132,Points Redeemed,-192,2024-03-10T02:15:47
413,132,Points Redeemed,-37,2023-07-15T02:15:47
414,132,Points Earned,69,2023-07-25T02:15:47
415,132,Tier Upgrade,0,2024-02-03T02:15:47
416,132,Points Earned,25,2024-05-25T02:15:47
417,132,Points Redeemed,-116,2024-04-27T02:15:47
418,132,Points Redeemed,-46,2024-01-24T02:15:47
419,132,Tier Upgrade,0,2024-04-03T02:15:47
420,132,Points Earned,16,2023-07-28T02:15:47
421,132,Tier Upgrade,0,2024-03-10T02:15:47
422,132,Points Earned,12,2023-11-06T02:15:47
423,132,Points Earned,42,2024-05-09T02:15:47
424,132,Points Redeemed,-47,2023-12-03T02:15:47
425,132,Points Earned,66,2024-05-21T02:15:47
426,132,Tier Upgrade,0,2024-02-03T02:15:47
427,132,Points Redeemed,-71,2023-06-28T02:15:47
428,132,Points Earned,62,2024-04-24T02:15:47
429,132,Current Tier,102,2024-06-12T02:15:47
430,133,Points Earned,74,2023-09-23T02:15:47
431,133,Points Redeemed,-31,2024-01-21T02:15:47
432,133,Tier Upgrade,0,2023-12-25T02:15:47
433,133,Tier Upgrade,0,2024-01-26T02:15:47
434,133,Tier Upgrade,0,2024-04-10T02:15:47
435,133,Points Redeemed,-42,2024-03-03T02:15:47
436,133,Points Redeemed,0,2023-12-15T02:15:47
437,133,Points Earned,34,2024-03-18T02:15:47
438,133,Points Earned,53,2023-07-18T02:15:47
439,133,Points Redeemed,-46,2024-05-12T02:15:47
440,133,Points Redeemed,-24,2023-10-22T02:15:47
441,133,Current Tier,18,2024-06-12T02:15:47
442,134,Points Redeemed,0,2023-09-03T02:15:47
443,134,Current Tier,0,2024-06-12T02:15:47
444,135,Points Earned,20,2023-10-06T02:15:47
445,135,Tier Upgrade,0,2024-01-06T02:15:47
446,135,Points Redeemed,-10,2023-06-19T02:15:47
447,135,Points Earned,75,2023-09-09T02:15:47
448,135,Points Earned,45,2023-12-27T02:15:47
449,135,Current Tier,130,2024-06-12T02:15:47
450,136,Points Redeemed,0,2023-07-05T02:15:47
451,136,Tier Upgrade,0,2023-09-03T02:15:47
452,136,Points Redeemed,0,2023-10-12T02:15:47
453,136,Tier Upgrade,0,2023-10-20T02:15:47
454,136,Points Redeemed,0,2024-03-14T02:15:47
455,136,Points Earned,65,2024-03-12T02:15:47
456,136,Points Earned,13,2024-05-01T02:15:47
457,136,Points Earned,23,2023-10-19T02:15:47
458,136,Tier Upgrade,0,2023-12-18T02:15:47
459,136,Points Redeemed,-68,2024-05-03T02:15:47
460,136,Points Earned,12,2023-10-09T02:15:47
461,136,Points Earned,79,2023-07-08T02:15:47
462,136,Points Earned,88,2023-11-03T02:15:47
463,136,Points Redeemed,-139,2023-07-05T02:15:47
464,136,Points Earned,26,2023-10-20T02:15:47
465,136,Points Earned,80,2023-08-10T02:15:47
466,136,Tier Upgrade,0,2023-12-05T02:15:47
467,136,Points Redeemed,-23,2024-01-21T02:15:47
468,136,Tier Upgrade,0,2024-03-02T02:15:47
469,136,Points Earned,84,2024-02-12T02:15:47
470,136,Tier Upgrade,0,2024-04-07T02:15:47
471,136,Tier Upgrade,0,2024-02-14T02:15:47
472,136,Current Tier,240,2024-06-12T02:15:47
473,137,Tier Upgrade,0,2024-05-23T02:15:47
474,137,Points Earned,65,2023-07-17T02:15:47
475,137,Points Redeemed,-58,2023-10-28T02:15:47
476,137,Points Earned,98,2023-08-08T02:15:47
477,137,Points Earned,77,2023-06-24T02:15:47
478,137,Current Tier,182,2024-06-12T02:15:47
479,138,Points Redeemed,0,2024-02-02T02:15:47
480,138,Points Earned,60,2024-01-19T02:15:47
481,138,Tier Upgrade,0,2024-03-03T02:15:47
482,138,Points Redeemed,-30,2023-12-10T02:15:47
483,138,Points Redeemed,-17,2023-12-20T02:15:47
484,138,Tier Upgrade,0,2024-01-28T02:15:47
485,138,Points Redeemed,-10,2024-02-26T02:15:47
486,138,Points Redeemed,0,2024-02-24T02:15:47
487,138,Points Earned,48,2024-02-19T02:15:47
488,138,Points Earned,61,2023-06-24T02:15:47
489,138,Points Redeemed,-89,2024-05-19T02:15:47
490,138,Tier Upgrade,0,2024-02-16T02:15:47
491,138,Tier Upgrade,0,2024-02-02T02:15:47
492,138,Tier Upgrade,0,2024-06-07T02:15:47
493,138,Tier Upgrade,0,2023-09-05T02:15:47
494,138,Tier Upgrade,0,2024-03-18T02:15:47
495,138,Tier Upgrade,0,2023-10-31T02:15:47
496,138,Tier Upgrade,0,2023-10-29T02:15:47
497,138,Tier Upgrade,0,2024-03-01T02:15:47
498,138,Tier Upgrade,0,2023-07-21T02:15:47
499,138,Points Earned,71,2023-08-16T02:15:47
500,138,Tier Upgrade,0,2024-01-21T02:15:47
501,138,Tier Upgrade,0,2023-11-10T02:15:47
502,138,Tier Upgrade,0,2024-01-29T02:15:47
503,138,Current Tier,94,2024-06-12T02:15:47
504,139,Points Redeemed,0,2023-08-03T02:15:47
505,139,Points Redeemed,0,2023-10-21T02:15:47
506,139,Tier Upgrade,0,2024-04-27T02:15:47
507,139,Tier Upgrade,0,2024-03-31T02:15:47
508,139,Tier Upgrade,0,2024-03-31T02:15:47
509,139,Points Redeemed,0,2023-12-01T02:15:47
510,139,Tier Upgrade,0,2023-09-15T02:15:47
511,139,Points Redeemed,0,2024-01-20T02:15:47
512,139,Points Redeemed,0,2023-10-11T02:15:47
513,139,Points Redeemed,0,2024-01-25T02:15:47
514,139,Tier Upgrade,0,2024-03-29T02:15:47
515,139,Tier Upgrade,0,2024-03-10T02:15:47
516,139,Points Earned,22,2023-08-28T02:15:47
517,139,Tier Upgrade,0,2023-11-27T02:15:47
518,139,Points Earned,91,2023-11-14T02:15:47
519,139,Current Tier,113,2024-06-12T02:15:47
520,140,Points Redeemed,0,2023-11-03T02:15:47
