transaction_id,customer_id,date,product_id,quantity,price,payment_method,channel,store_id,promotion_id,discount_amount
2874,607,2023-12-04,21,1,7.15,Credit Card,Online,,,0.0
7638,298,2023-12-04,15,1,6.09,Mobile Pay,Online,,,0.0
6889,468,2023-12-04,5,2,3.42,Mobile Pay,Online,,,0.0
3800,336,2023-12-04,15,1,4.71,Mobile Pay,Online,,,0.0
7499,488,2023-12-04,15,1,5.47,Mobile Pay,Online,,,0.0
7250,398,2023-12-04,15,5,3.42,Cash,In-store,5.0,4.0,1.71
9726,566,2023-12-04,15,5,6.43,Mobile Pay,In-store,4.0,,0.0
2610,709,2023-12-04,15,1,5.49,Credit Card,In-store,2.0,,0.55
8558,302,2023-12-04,15,1,8.75,Credit Card,Online,,4.0,0.87
8100,679,2023-12-04,21,1,3.46,Mobile Pay,Online,,,0.0
2754,186,2023-12-04,15,1,4.14,Mobile Pay,In-store,5.0,,0.0
10594,599,2023-12-04,15,2,5.18,Credit Card,In-store,1.0,3.0,1.04
7679,675,2023-12-04,6,1,5.32,Mobile Pay,In-store,2.0,,0.0
5784,588,2023-12-04,6,4,7.14,Mobile Pay,Online,,,0.0
6035,508,2023-12-04,15,5,4.82,Credit Card,In-store,2.0,9.0,2.41
6521,706,2023-12-04,21,1,3.09,Credit Card,In-store,4.0,2.0,0.31
204,213,2023-12-04,15,4,6.81,Mobile Pay,Online,,,0.0
8229,393,2023-12-04,6,1,6.48,Cash,Online,,,0.0
4735,347,2023-12-04,15,2,3.57,Credit Card,Online,,,0.0
9989,122,2023-12-04,5,3,8.76,Cash,Online,,,0.0
9492,640,2023-12-04,21,2,7.8,Mobile Pay,Online,,,0.0
8994,506,2023-12-04,15,1,4.9,Cash,In-store,4.0,10.0,0.49
9303,182,2023-12-04,5,3,4.89,Mobile Pay,Online,,,0.0
1104,191,2023-12-04,15,1,5.06,Mobile Pay,In-store,4.0,,0.0
9230,339,2023-12-04,5,1,3.32,Mobile Pay,Online,,,0.0
402,572,2023-12-04,15,1,7.62,Cash,In-store,5.0,,0.0
4142,266,2023-12-04,21,1,3.48,Credit Card,In-store,1.0,,0.0
7810,174,2023-12-04,21,4,3.95,Mobile Pay,Online,,,0.0
6187,550,2023-12-04,6,1,2.29,Mobile Pay,In-store,1.0,,0.0
7552,705,2023-12-04,21,1,4.24,Cash,In-store,2.0,,0.0
9539,200,2023-12-04,15,2,6.39,Mobile Pay,Online,,,0.0
4030,517,2023-12-04,6,1,5.47,Cash,Online,,,0.0
2200,458,2023-12-04,21,2,3.65,Mobile Pay,Online,,8.0,0.73
7996,191,2023-12-04,15,1,7.65,Credit Card,In-store,2.0,10.0,0.77
3382,223,2023-12-04,15,1,8.72,Mobile Pay,In-store,1.0,,0.0
5338,145,2023-12-04,15,1,6.52,Credit Card,Online,,,0.0
1706,659,2023-12-04,5,2,3.93,Credit Card,Online,,,0.0
10898,228,2023-12-04,15,1,4.26,Mobile Pay,In-store,5.0,,0.0
3480,544,2023-12-04,15,1,2.22,Credit Card,In-store,5.0,6.0,0.22
5925,588,2023-12-04,15,1,4.14,Cash,In-store,5.0,,0.0
10514,217,2023-12-04,15,1,3.4,Cash,Online,,,0.0
84,469,2023-12-05,5,3,3.93,Credit Card,In-store,3.0,1.0,1.18
9565,122,2023-12-05,15,1,6.17,Credit Card,In-store,1.0,,0.0
778,438,2023-12-05,5,1,5.82,Mobile Pay,Online,,,0.0
9107,191,2023-12-05,6,1,8.68,Cash,In-store,5.0,,0.0
7984,159,2023-12-05,15,2,3.12,Cash,In-store,3.0,,0.0
7366,534,2023-12-05,21,1,8.37,Cash,Online,,,0.0
989,576,2023-12-05,15,1,2.13,Mobile Pay,Online,,,0.0
421,157,2023-12-05,6,1,4.29,Credit Card,Online,,,0.0
1880,501,2023-12-05,6,1,3.94,Mobile Pay,In-store,5.0,,0.0
252,378,2023-12-05,15,1,5.99,Credit Card,In-store,4.0,,0.0
5515,491,2023-12-05,6,1,8.27,Mobile Pay,Online,,,0.0
2111,104,2023-12-05,21,1,8.27,Cash,Online,,,0.0
1061,432,2023-12-05,21,1,4.62,Credit Card,Online,,9.0,0.46
1816,355,2023-12-05,15,1,4.25,Mobile Pay,Online,,,0.0
7885,310,2023-12-05,6,1,3.88,Mobile Pay,Online,,4.0,0.39
4013,252,2023-12-05,5,2,4.38,Cash,Online,,3.0,0.88
5557,199,2023-12-05,15,3,2.72,Mobile Pay,In-store,5.0,,0.0
3950,474,2023-12-05,15,1,3.07,Credit Card,Online,,,0.0
3840,455,2023-12-05,15,2,2.63,Mobile Pay,In-store,4.0,,0.0
10793,654,2023-12-05,6,1,4.7,Mobile Pay,In-store,4.0,,0.0
8327,238,2023-12-05,15,1,2.18,Cash,In-store,5.0,,0.0
9471,167,2023-12-05,6,1,3.02,Mobile Pay,In-store,3.0,,0.0
10939,709,2023-12-05,21,1,3.19,Mobile Pay,In-store,3.0,,0.0
10912,128,2023-12-05,6,2,3.73,Cash,In-store,1.0,3.0,0.75
1989,263,2023-12-05,21,1,4.35,Credit Card,Online,,,0.0
1795,174,2023-12-05,15,1,3.73,Cash,Online,,,0.0
4043,501,2023-12-05,15,1,4.67,Mobile Pay,In-store,2.0,,0.0
10918,687,2023-12-05,5,1,4.23,Credit Card,Online,,,0.0
4784,344,2023-12-05,5,1,7.87,Cash,In-store,3.0,,0.0
5545,135,2023-12-05,5,2,2.22,Cash,In-store,2.0,,0.0
224,476,2023-12-05,5,1,2.68,Mobile Pay,Online,,,0.0
535,650,2023-12-05,15,1,3.53,Mobile Pay,In-store,5.0,,0.0
2085,619,2023-12-05,6,1,2.31,Cash,Online,,,0.0
3567,518,2023-12-05,15,1,5.16,Mobile Pay,Online,,5.0,0.52
6058,686,2023-12-05,6,2,3.08,Cash,Online,,,0.0
8688,707,2023-12-05,6,3,3.33,Credit Card,Online,,,0.0
10460,355,2023-12-05,6,3,3.77,Mobile Pay,In-store,4.0,,0.0
2113,500,2023-12-05,15,2,5.56,Mobile Pay,In-store,4.0,,0.0
764,338,2023-12-05,6,3,4.04,Cash,Online,,,0.0
2911,510,2023-12-06,15,1,4.88,Mobile Pay,Online,,,0.0
10554,478,2023-12-06,15,7,2.51,Mobile Pay,In-store,5.0,4.0,1.51
8519,538,2023-12-06,21,1,3.76,Cash,In-store,3.0,,0.0
8280,312,2023-12-06,15,1,2.96,Credit Card,In-store,3.0,,0.0
4293,694,2023-12-06,15,1,3.86,Cash,Online,,,0.0
5364,197,2023-12-06,21,1,6.0,Mobile Pay,In-store,5.0,,0.0
10240,236,2023-12-06,6,1,3.79,Cash,Online,,,0.0
4538,303,2023-12-06,15,1,3.48,Cash,Online,,,0.0
7033,333,2023-12-06,6,5,6.05,Cash,Online,,,0.0
2884,496,2023-12-06,15,1,2.0,Cash,Online,,,0.0
4029,464,2023-12-06,6,1,5.19,Credit Card,Online,,,0.0
6496,308,2023-12-06,15,1,3.14,Mobile Pay,In-store,1.0,,0.0
7863,364,2023-12-06,6,1,4.09,Cash,In-store,3.0,,0.0
5399,594,2023-12-06,15,1,4.82,Mobile Pay,Online,,,0.0
7942,156,2023-12-06,21,3,3.91,Cash,Online,,,0.0
6406,189,2023-12-06,5,1,5.66,Mobile Pay,Online,,7.0,0.57
476,588,2023-12-06,15,1,2.81,Cash,Online,,,0.0
3718,464,2023-12-06,15,1,3.03,Mobile Pay,In-store,3.0,,0.0
2864,345,2023-12-06,21,1,4.29,Credit Card,Online,,,0.0
8987,569,2023-12-06,6,4,3.44,Cash,Online,,,0.0
4623,352,2023-12-06,15,1,4.69,Cash,Online,,,0.0
9004,627,2023-12-06,15,2,3.86,Mobile Pay,Online,,6.0,0.77
4881,474,2023-12-06,5,2,3.14,Mobile Pay,In-store,4.0,,0.0
8909,301,2023-12-06,21,1,4.8,Cash,Online,,,0.0
7230,307,2023-12-06,15,1,4.75,Cash,Online,,,0.0
6978,668,2023-12-06,5,1,5.01,Credit Card,In-store,3.0,,0.0
8959,298,2023-12-06,15,1,3.09,Credit Card,Online,,,0.0
8616,185,2023-12-06,15,1,3.14,Cash,In-store,3.0,,0.0
4147,101,2023-12-06,15,1,5.09,Credit Card,In-store,5.0,,0.0
8490,282,2023-12-06,21,1,2.73,Credit Card,In-store,5.0,,0.0
7981,179,2023-12-06,5,1,6.73,Mobile Pay,In-store,2.0,,0.0
1297,510,2023-12-06,5,1,8.72,Cash,In-store,5.0,,0.0
9211,151,2023-12-06,21,2,4.48,Mobile Pay,Online,,6.0,0.9
6241,152,2023-12-06,15,1,4.9,Mobile Pay,In-store,2.0,,0.0
551,201,2023-12-06,21,1,2.92,Mobile Pay,In-store,1.0,,0.0
3069,597,2023-12-06,15,3,7.76,Cash,Online,,,0.0
3039,192,2023-12-06,21,1,5.22,Credit Card,In-store,2.0,,0.0
10437,352,2023-12-06,6,1,7.8,Mobile Pay,In-store,2.0,6.0,0.78
8321,397,2023-12-06,21,1,2.97,Credit Card,In-store,3.0,,0.0
8319,228,2023-12-06,5,1,2.88,Credit Card,Online,,,0.0
548,344,2023-12-06,15,3,8.48,Credit Card,Online,,,0.0
10954,645,2023-12-06,21,3,3.01,Cash,In-store,5.0,,0.0
6405,675,2023-12-06,6,7,6.08,Mobile Pay,In-store,4.0,,0.0
6421,245,2023-12-06,6,1,4.1,Mobile Pay,Online,,,0.0
3016,131,2023-12-06,15,1,5.18,Cash,In-store,2.0,2.0,0.52
4714,404,2023-12-06,5,1,5.53,Cash,Online,,,0.0
2322,597,2023-12-06,15,1,3.15,Mobile Pay,In-store,3.0,,0.0
245,212,2023-12-06,5,2,2.07,Credit Card,In-store,3.0,5.0,0.41
4362,520,2023-12-06,21,2,2.99,Credit Card,Online,,,0.0
5783,565,2023-12-06,15,1,8.33,Cash,Online,,,0.0
2484,401,2023-12-06,21,1,6.34,Mobile Pay,Online,,,0.0
1850,346,2023-12-06,6,1,2.89,Cash,In-store,2.0,,0.0
2632,350,2023-12-06,21,1,6.9,Cash,Online,,3.0,0.69
7767,163,2023-12-06,6,1,6.91,Cash,In-store,4.0,,0.0
2103,399,2023-12-06,21,1,2.23,Credit Card,In-store,4.0,,0.0
9810,193,2023-12-06,21,2,4.06,Mobile Pay,Online,,7.0,0.81
1352,208,2023-12-06,5,1,5.82,Credit Card,In-store,2.0,10.0,0.58
5339,454,2023-12-06,21,1,3.43,Cash,In-store,5.0,,0.0
203,126,2023-12-06,15,1,3.66,Credit Card,Online,,,0.0
6996,410,2023-12-06,21,1,3.36,Cash,In-store,4.0,,0.0
8657,269,2023-12-07,5,1,4.86,Credit Card,In-store,5.0,,0.0
3918,355,2023-12-07,15,4,6.18,Mobile Pay,In-store,3.0,10.0,1.85
1402,198,2023-12-07,5,1,4.77,Mobile Pay,In-store,3.0,,0.0
997,578,2023-12-07,21,1,3.33,Mobile Pay,Online,,,0.0
9895,247,2023-12-07,15,5,4.69,Cash,In-store,5.0,,0.0
2524,526,2023-12-07,15,4,3.46,Cash,In-store,3.0,,0.0
5102,394,2023-12-07,15,1,4.41,Cash,In-store,3.0,,0.0
1303,311,2023-12-07,15,5,3.33,Credit Card,In-store,3.0,,0.0
2178,194,2023-12-07,6,1,2.93,Mobile Pay,Online,,,0.0
4613,437,2023-12-07,15,1,5.61,Cash,Online,,9.0,0.56
10951,555,2023-12-07,15,3,4.91,Credit Card,Online,,,0.0
8394,578,2023-12-07,21,1,4.12,Mobile Pay,In-store,3.0,,0.0
4100,599,2023-12-07,6,5,2.83,Mobile Pay,In-store,5.0,,0.0
6473,709,2023-12-07,21,1,3.22,Mobile Pay,In-store,3.0,,0.0
9139,337,2023-12-07,21,1,4.44,Credit Card,In-store,1.0,,0.0
10091,205,2023-12-07,5,6,3.87,Mobile Pay,In-store,5.0,,0.0
7291,395,2023-12-07,15,1,5.96,Credit Card,In-store,2.0,,0.6
4177,570,2023-12-07,5,1,4.46,Mobile Pay,In-store,4.0,,0.0
6782,374,2023-12-07,15,1,4.23,Mobile Pay,Online,,,0.0
6537,352,2023-12-07,15,1,4.91,Cash,In-store,1.0,8.0,0.49
6029,321,2023-12-07,15,1,2.81,Mobile Pay,In-store,5.0,,0.0
2259,445,2023-12-07,15,1,6.11,Credit Card,In-store,2.0,,0.0
5970,589,2023-12-07,21,1,5.14,Cash,In-store,2.0,,0.0
1150,571,2023-12-07,6,1,3.5,Mobile Pay,In-store,3.0,,0.0
3250,595,2023-12-07,15,1,3.94,Cash,Online,,3.0,0.39
7521,716,2023-12-07,21,3,5.25,Credit Card,In-store,3.0,,0.0
2858,569,2023-12-07,15,1,7.29,Mobile Pay,In-store,2.0,,0.0
1695,137,2023-12-07,5,2,2.4,Mobile Pay,In-store,4.0,,0.0
58,241,2023-12-07,21,1,2.35,Mobile Pay,Online,,,0.0
3634,507,2023-12-07,15,1,2.75,Credit Card,In-store,2.0,,0.0
8919,194,2023-12-07,15,1,8.99,Cash,In-store,1.0,,0.0
8883,106,2023-12-07,5,1,2.29,Credit Card,In-store,1.0,,0.0
5527,410,2023-12-07,15,1,7.62,Credit Card,In-store,2.0,8.0,0.76
8562,262,2023-12-07,15,1,2.43,Mobile Pay,In-store,5.0,,0.0
7083,392,2023-12-07,15,1,5.66,Mobile Pay,In-store,5.0,,0.0
9736,280,2023-12-07,21,1,3.48,Cash,In-store,3.0,,0.0
4810,154,2023-12-07,15,1,5.23,Cash,In-store,3.0,,0.0
2707,282,2023-12-07,5,1,1.91,Credit Card,Online,,6.0,0.19
2794,470,2023-12-07,6,1,4.65,Mobile Pay,Online,,,0.0
1930,205,2023-12-07,5,1,3.62,Credit Card,In-store,3.0,,0.0
8950,292,2023-12-07,6,1,4.82,Mobile Pay,In-store,3.0,,0.0
9560,252,2023-12-07,21,1,8.85,Cash,Online,,,0.0
6051,469,2023-12-07,6,1,2.67,Credit Card,Online,,,0.0
6599,264,2023-12-07,15,5,4.11,Credit Card,In-store,4.0,,0.0
8184,345,2023-12-07,15,3,3.8,Cash,Online,,,0.0
9339,606,2023-12-07,5,1,4.35,Mobile Pay,Online,,,0.0
4272,647,2023-12-07,6,1,8.25,Cash,Online,,,0.0
10414,474,2023-12-08,5,1,5.65,Cash,Online,,,0.0
5014,173,2023-12-08,15,11,3.45,Cash,In-store,4.0,,0.0
7492,104,2023-12-08,5,1,2.72,Cash,In-store,4.0,,0.0
3224,568,2023-12-08,21,4,2.68,Credit Card,Online,,10.0,0.8
9131,309,2023-12-08,5,1,2.21,Cash,In-store,1.0,,0.0
6696,235,2023-12-08,15,1,5.66,Cash,In-store,5.0,,0.0
4591,455,2023-12-08,5,1,4.27,Credit Card,In-store,2.0,5.0,0.43
9088,450,2023-12-08,5,1,4.49,Credit Card,Online,,,0.0
9790,600,2023-12-08,15,1,7.43,Cash,Online,,,0.0
8094,685,2023-12-08,6,1,4.81,Cash,Online,,,0.0
77,133,2023-12-08,5,1,4.66,Credit Card,Online,,10.0,0.47
1902,247,2023-12-08,5,1,3.37,Credit Card,In-store,1.0,,0.0
10105,294,2023-12-08,21,1,5.86,Mobile Pay,Online,,8.0,0.59
9440,569,2023-12-08,6,1,4.1,Credit Card,In-store,3.0,,0.0
3819,363,2023-12-08,21,4,4.25,Mobile Pay,Online,,,0.0
10364,469,2023-12-08,21,1,2.14,Cash,In-store,1.0,1.0,0.21
5125,387,2023-12-08,5,1,4.55,Credit Card,In-store,3.0,,0.0
5820,531,2023-12-08,5,1,5.72,Credit Card,Online,,,0.0
9820,247,2023-12-08,21,5,1.95,Credit Card,In-store,5.0,3.0,0.78
9165,344,2023-12-08,15,5,4.78,Mobile Pay,Online,,,0.0
10349,427,2023-12-08,15,1,2.96,Cash,Online,,,0.0
9064,568,2023-12-08,21,1,5.07,Mobile Pay,In-store,4.0,,0.0
5141,352,2023-12-08,5,3,5.55,Credit Card,In-store,2.0,,0.0
9817,337,2023-12-08,6,3,5.67,Cash,Online,,8.0,1.7
1326,472,2023-12-08,5,1,4.34,Cash,Online,,,0.0
1103,255,2023-12-08,21,1,4.03,Mobile Pay,In-store,3.0,,0.0
8175,304,2023-12-08,15,4,5.67,Credit Card,Online,,3.0,1.7
735,238,2023-12-08,21,1,1.91,Credit Card,In-store,3.0,,0.0
5855,486,2023-12-08,21,1,4.78,Credit Card,In-store,1.0,,0.0
10731,439,2023-12-08,6,1,4.46,Mobile Pay,Online,,,0.0
7937,389,2023-12-08,5,2,5.1,Credit Card,In-store,1.0,,0.0
10593,118,2023-12-08,15,1,5.36,Credit Card,In-store,4.0,,0.0
7684,336,2023-12-08,15,1,8.53,Cash,In-store,2.0,,0.0
8520,551,2023-12-08,21,1,5.21,Mobile Pay,In-store,3.0,,0.0
9238,687,2023-12-08,5,1,5.6,Cash,Online,,,0.0
4085,674,2023-12-08,15,1,2.11,Credit Card,In-store,5.0,,0.0
7271,554,2023-12-08,5,1,4.03,Credit Card,Online,,,0.0
2817,173,2023-12-08,21,2,2.71,Credit Card,Online,,,0.0
10289,686,2023-12-08,21,2,3.72,Mobile Pay,In-store,2.0,,0.0
2723,476,2023-12-08,21,1,4.94,Mobile Pay,Online,,,0.0
93,599,2023-12-08,21,1,3.12,Credit Card,Online,,,0.0
4608,117,2023-12-08,6,2,4.89,Cash,Online,,,0.0
7056,282,2023-12-08,21,1,4.52,Mobile Pay,In-store,1.0,,0.0
1159,327,2023-12-08,5,3,4.36,Cash,In-store,5.0,,0.0
1168,460,2023-12-08,6,2,3.52,Credit Card,Online,,,0.0
4226,331,2023-12-08,15,1,8.51,Cash,In-store,1.0,,0.0
3662,362,2023-12-09,6,1,3.37,Cash,In-store,3.0,,0.0
